Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Count,Latitude,Longitude
SCRAPPY,DOG,PARSON RUSS TER/MIX,BROWN/WHITE,Male,SMALL,10/31/2015,K17-026100,DA15,A363763,10/29/2017,10/31/2017,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
RILEY,DOG,GERM SHEPHERD,BROWN/BLACK,Spayed,X-LRG,1/23/2011,K16-017546,DA22,A332329,1/23/2016,4/7/2016,75,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
LUNA,DOG,LABRADOR RETR/DOBERMAN PINSCH,BLACK,Spayed,MED,3/7/2015,K19-031766,DA08,A347800,3/26/2019,4/27/2019,32,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,COUNTY,95472.0,1,38.40179,-122.82512
ECLIPSE,DOG,CHIHUAHUA SH/MIX,TAN,Neutered,TOY,9/18/2013,K19-033581,DS64,A348183,9/4/2019,9/4/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95446.0,1,38.50204,-122.99739
CHA CHA,DOG,LABRADOR RETR/MIX,BLACK/WHITE,Female,MED,11/7/2021,K22-043063,DS66,A414054,11/7/2022,11/8/2022,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
STOUT,DOG,GERM SHEPHERD/MIX,BLACK,Spayed,MED,,K18-030832,DS53,A381704,12/6/2018,12/6/2018,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
PENNY,DOG,LABRADOR RETR/BORDER COLLIE,BLACK,Female,MED,4/27/2016,K17-022234,DS86,A347144,1/14/2017,1/20/2017,6,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
*ODETTE,CAT,DOMESTIC SH,WHITE,Spayed,SMALL,3/13/2015,K16-017441,LOBBY,A331852,1/13/2016,2/3/2016,21,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*HEALDSBURG,95448.0,1,38.61064,-122.86883
ROXY,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Female,MED,12/1/2019,K20-036917,DS79,A400710,9/30/2020,10/1/2020,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,94951.0,1,38.29715,-122.66645
LUNA,DOG,LABRADOR RETR/DOBERMAN PINSCH,BLACK/WHITE,Spayed,MED,1/22/2015,K19-032335,DA12,A366598,5/24/2019,7/25/2019,62,STRAY,FIELD,ADOPTION,VOLUNTEER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95425.0,1,38.8063,-123.01785
,CAT,DOMESTIC SH,GRAY,Male,KITTN,7/23/2014,K14-009970,CA03,A309391,7/25/2014,7/25/2014,0,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
STERLING,DOG,CHIHUAHUA SH,BLACK/WHITE,Male,SMALL,11/14/2014,K18-030220,TRUCK,A377582,10/13/2018,10/13/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,UNKNOWN,HEALTHY,COUNTY,COUNTY,94952.0,1,38.23262,-122.64426
NAYA,DOG,BELG MALINOIS,TAN/BLACK,Female,MED,9/15/2020,K21-039627,DQ112,A406728,9/15/2021,9/30/2021,15,QUARANTINE,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
LOLA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,MED,8/17/2016,K17-023157,DA13,A351204,4/17/2017,5/9/2017,22,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
,DOG,CHIHUAHUA SH,BLACK/WHITE,Male,SMALL,,K17-025852,DS70,A362639,10/16/2017,11/22/2017,37,STRAY,OVER THE COUNTER,TRANSFER,EBSPCA,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94805.0,1,37.93787,-122.33043
*FIG,DOG,ALASKAN HUSKY/AUST SHEPHERD,WHITE/RED,Neutered,PUPPY,7/22/2018,K19-031626,DA37,A384786,3/7/2019,3/23/2019,16,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95435.0,1,39.00381,-122.87558
*FELIX,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,2/28/2019,K20-035478,CA02,A396470,2/28/2020,4/14/2020,46,STRAY,OVER THE COUNTER,TRANSFER,NBAS,HEALTHY,HEALTHY,*WINDSOR,*PETALUMA,94952.0,1,38.23262,-122.64426
,CAT,DOMESTIC SH,BUFF,Unknown,SMALL,,K16-021091,CS06,A343306,10/8/2016,10/11/2016,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
MOCHA,DOG,RHOD RIDGEBACK/MIX,BROWN,Female,MED,,K21-038811,DS96,A405378,6/14/2021,6/22/2021,8,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
*CHEKOV,CAT,SCOTTISH FOLD/MIX,GRAY TABBY,Neutered,KITTN,4/4/2019,K19-032564,LOBBY,A388191,6/11/2019,6/22/2019,11,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,,95337.0,1,37.79917,-121.23276
RODGER,DOG,PIT BULL/MIX,TAN,Neutered,LARGE,11/1/2014,K16-020828,DS82,A322495,9/20/2016,9/22/2016,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,COUNTY,95401.0,1,38.45663,-122.72292
MASON,DOG,BEAGLE/FOX TERR SMOOTH,WHITE/BROWN,Neutered,MED,5/16/2014,K15-015581,FOSTER,A321763,8/22/2015,12/11/2015,111,STRAY,FIELD,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
MR JONES,DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,12/10/2009,K15-016933,DA05,A329906,11/30/2015,12/30/2015,30,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
CHEYENNE,DOG,GERM SHEPHERD,BLACK/TAN,Female,MED,11/1/2013,K14-011591,DQ117,A313373,11/1/2014,11/4/2014,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95425.0,1,38.8063,-123.01785
MR. WAFFLES,DOG,BLACK/TAN HOUND,BLACK/TAN,Neutered,MED,7/18/2011,K18-027353,DS63,A279649,2/21/2018,3/1/2018,8,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
AXLE,DOG,PARSON RUSS TER,TRICOLOR,Male,SMALL,11/12/2018,K19-034229,DS68,A391320,10/23/2019,10/23/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,COUNTY,95446.0,1,38.50204,-122.99739
*BILL,DOG,ROTTWEILER/MIX,BLACK,Neutered,LARGE,1/14/2009,K15-012435,RECEIVING,A315769,1/14/2015,6/2/2015,139,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94549.0,1,37.89077,-122.12813
RORY,DOG,CHIHUAHUA SH,WHITE/BROWN,Spayed,SMALL,8/23/2022,K22-043081,DA02,A414080,11/9/2022,12/2/2022,23,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
DING,DOG,CHOW CHOW/GOLDEN RETR,RED,Spayed,MED,8/1/2003,K16-018388,DI102,A255863,4/8/2016,6/16/2016,69,STRAY,FIELD,TRANSFER,MUTTVILLE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,OUT OF COUNTY,94103.0,1,37.77672,-122.40779
JACKSON,DOG,MIN PINSCHER/MIX,BLACK/WHITE,Neutered,SMALL,,K15-013056,DS71,A305073,3/7/2015,3/7/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
NEGRA,DOG,GERM SHEPHERD,BLACK/TAN,Female,LARGE,12/23/2012,K14-012166,DS60,A332216,12/22/2014,12/26/2014,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407.0,1,38.41483,-122.72707
,DOG,GERM SHEPHERD/LABRADOR RETR,BLACK/WHITE,Female,PUPPY,5/28/2021,K21-039899,DA19,A407157,10/12/2021,10/29/2021,17,STRAY,FIELD,TRANSFER,SEQUOIA HS,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,95503.0,1,40.71693,-124.19878
*MARLEY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,5/13/2018,K18-028753,LOBBY,A374211,6/22/2018,7/27/2018,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446.0,1,38.50204,-122.99739
LUCY,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,9/2/2001,K14-010563,SMM,A310993,9/2/2014,9/4/2014,2,TRANSFER,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
AMELIA,DOG,CHINESE SHARPEI/LABRADOR RETR,BROWN/WHITE,Spayed,MED,9/26/2010,K21-037976,DS84,A402648,2/25/2021,2/26/2021,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,OUT OF COUNTY,2809.0,1,41.66993,-71.27638
BLAZE,DOG,PIT BULL,GRAY/WHITE,Neutered,MED,11/23/2016,K19-034643,DS75,A393895,11/22/2019,11/23/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95403.0,1,38.51311,-122.75502
*DAISY,DOG,PIT BULL/LABRADOR RETR,BLACK,Spayed,SMALL,5/8/2020,K21-038275,FOSTER,A402020,4/8/2021,6/11/2021,64,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,MCHS,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,95437.0,1,39.44672,-123.80592
SNOW,DOG,LABRADOR RETR/MIX,WHITE/WHITE,Neutered,LARGE,1/9/2003,K14-007740,DQ112,A281269,2/16/2014,3/4/2014,16,QUARANTINE,FIELD_RETURN TO OWNER,RETURN TO OWNER,RETURN TO OWNER,UNTREATABLE,HEALTHY,COUNTY,COUNTY,95425.0,1,38.8063,-123.01785
TYSON,DOG,AUST CATTLE DOG,WHITE/TAN,Neutered,SMALL,11/24/2013,K14-007644,DQ107,A301957,2/7/2014,2/8/2014,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
ALPHA,DOG,GERM SHEPHERD,BROWN/BLACK,Male,LARGE,10/17/2015,K20-037259,HSSC,A338026,11/7/2020,1/21/2021,75,STRAY,FIELD,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
MARY,DOG,PIT BULL,BR BRINDLE,Spayed,LARGE,12/22/2013,K18-027123,TRUCK,A309292,1/31/2018,1/31/2018,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
,CAT,MANX,CALICO,Female,SMALL,,K14-009218,CS06,A307818,6/10/2014,6/17/2014,7,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
*TED,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,8/20/2020,K20-036847,WESTFARM,A400627,9/28/2020,10/28/2020,30,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,1,38.45663,-122.72292
NICKI,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,LARGE,2/3/2010,K16-017533,CS05,A258970,1/21/2016,3/2/2016,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
SMOKEY,DOG,BLUETICK HOUND,BLUE TICK/BLACK,Male,PUPPY,6/20/2018,K20-035853,DS65,A376829,5/26/2020,5/27/2020,1,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
LAYLA,DOG,FRENCH BULLDOG/MIX,BROWN/WHITE,Spayed,SMALL,5/21/2013,K18-030499,DS53,A322298,11/5/2018,11/6/2018,1,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
MILO,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,KITTN,4/19/2021,K21-038707,WESTFARM,A405190,6/4/2021,7/10/2021,36,STRAY,PHONE,ADOPTION,WESTFARM,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95401.0,1,38.45663,-122.72292
BELLA,DOG,MALTESE,WHITE,Female,TOY,6/1/2008,K21-040015,DA28,A407535,10/29/2021,11/23/2021,25,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNKNOWN,UNTREATABLE,SANTA ROSA,OUT OF COUNTY,95030.0,1,37.22131,-121.97927
*MICHAEL,CAT,DOMESTIC SH,ORANGE,Neutered,KITTN,10/6/2022,K22-043281,CA03,A414348,12/6/2022,12/8/2022,2,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
BAILEI,DOG,BULLDOG/MIX,BROWN/WHITE,Female,MED,,K22-040570,DS96,A409072,1/22/2022,2/8/2022,17,STRAY,PHONE,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
YUTSI,DOG,CHIHUAHUA SH,TRICOLOR,Spayed,TOY,7/23/2015,K16-017859,CI02,A333105,2/19/2016,2/23/2016,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,KITTN,,K19-031177,CS06,A383462,1/12/2019,1/15/2019,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
*ARIEL,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,8/7/2015,K15-016132,49ERPET,A327704,9/25/2015,10/11/2015,16,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
*CHLOE,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,5/7/2016,K16-019529,MAC,A339153,7/1/2016,7/9/2016,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409.0,1,38.46417,-122.67071
ASHBY,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,8/8/2016,K18-029376,CA02,A375206,8/7/2018,8/17/2018,10,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
*MISSY,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,4/19/2019,K19-032679,CA03,A388810,6/19/2019,7/3/2019,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,,29407.0,1,32.79518,-79.98849
SHADOW,DOG,POMERANIAN/MIX,BROWN,Neutered,SMALL,10/20/2013,K16-021206,DS50,A343820,10/18/2016,10/20/2016,2,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
PENNY,DOG,PIT BULL,GRAY/BROWN,Spayed,LARGE,11/8/2010,K14-010673,DA25,A311340,9/8/2014,9/9/2014,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405.0,1,38.44473,-122.68655
GUERO,DOG,BOXER,FAWN/WHITE,Male,LARGE,10/9/2013,K15-016326,DS59,A328118,10/8/2015,10/9/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
*COOPER,CAT,DOMESTIC SH,BUFF,Neutered,KITTN,4/3/2019,K19-032843,CA02,A389197,7/3/2019,7/11/2019,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,OTH_MEDIA,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405.0,1,38.44473,-122.68655
*DAVID,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,10/7/2017,K18-028102,CI02,A364793,5/2/2018,5/4/2018,2,OWNER SURRENDER,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,*PETALUMA,OUT OF COUNTY,76354.0,1,34.0779,-98.55595
ARNOLD,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,6/10/2014,K15-016906,DA37,A329869,11/25/2015,10/5/2016,315,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95404.0,1,38.43807,-122.71247
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,SMALL,5/4/2017,K17-026190,CS06,A363879,11/4/2017,11/7/2017,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
COCO,DOG,ITAL GREYHOUND/CHIHUAHUA SH,BROWN/WHITE,Neutered,SMALL,10/26/2013,K18-030082,DA05,A377176,10/1/2018,11/29/2018,59,STRAY,FIELD,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
MARI,DOG,YORKSHIRE TERR,TAN/GRAY,Female,TOY,6/10/2009,K22-041574,DS55,A411914,6/9/2022,6/10/2022,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
*ROY,CAT,DOMESTIC LH,GRAY TABBY,Neutered,SMALL,7/17/2016,K17-024310,CA02,A354746,7/7/2017,7/28/2017,21,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95461.0,1,38.752,-122.6154
*JASMINE,DOG,AKBASH,BROWN/WHITE,Spayed,LARGE,11/28/2013,K14-008216,DA17,A304726,3/28/2014,4/5/2014,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*WINDSOR,SANTA ROSA,95407.0,1,38.41483,-122.72707
*EMBER,CAT,DOMESTIC LH,BLACK,Spayed,KITTN,7/19/2017,K17-025565,LOBBY,A362303,10/3/2017,10/11/2017,8,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,,HEALTHY,HEALTHY,*WINDSOR,OUT OF COUNTY,94521.0,1,37.94487,-121.9571
JAKE,DOG,PARSON RUSS TER,TRICOLOR,Neutered,SMALL,5/2/2003,K16-020118,DS74,A290268,8/4/2016,8/4/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
,CAT,DOMESTIC LH,GRAY,Neutered,SMALL,,K15-013017,CS06,A317478,3/4/2015,3/6/2015,2,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
CARSON,DOG,CHIHUAHUA SH/MIX,BLACK/TAN,Neutered,TOY,1/1/2014,K15-014687,FOSTER,A323873,7/1/2015,8/11/2015,41,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95407.0,1,38.41483,-122.72707
COCO,DOG,ROTTWEILER,BLACK/TAN,Spayed,LARGE,,K15-015949,DS81,A326952,9/14/2015,9/15/2015,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
RUGER,DOG,PIT BULL/MIX,BLACK/GRAY,Neutered,LARGE,3/11/2009,K19-031671,TRUCK,A384881,3/11/2019,3/11/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
,CAT,DOMESTIC LH,BLACK/WHITE,Neutered,SMALL,1/2/2014,K14-010081,MISSING,A309639,8/2/2014,8/6/2014,4,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,94952.0,1,38.23262,-122.64426
DIXIE,DOG,CHIHUAHUA SH,BROWN,Spayed,SMALL,,K16-019631,DS95,A339325,7/6/2016,7/7/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95485.0,1,39.16579,-122.90897
,DOG,ROTTWEILER/PIT BULL,BROWN/BLACK,Female,PUPPY,9/19/2019,K19-034018,VET,A392056,10/4/2019,10/4/2019,0,STRAY,FIELD,RETURN TO OWNER,,UNKNOWN,PENDING,COUNTY,COUNTY,95403.0,1,38.51311,-122.75502
KILO,DOG,AMERICAN STAFF/PIT BULL,BLACK/WHITE,Neutered,LARGE,,K15-016191,DQ110,A029925,9/30/2015,10/8/2015,8,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,94952.0,1,38.23262,-122.64426
BUDDY,DOG,PIT BULL/LABRADOR RETR,BROWN/WHITE,Neutered,LARGE,1/17/2017,K18-027015,DS83,A366886,1/17/2018,1/17/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407.0,1,38.41483,-122.72707
*MINI,DOG,CHIHUAHUA SH,TAN,Spayed,SMALL,7/10/2008,K14-009402,DA48,A308154,6/20/2014,7/10/2014,20,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,*WINDSOR,*ROHNERT PARK,94928.0,1,38.34246,-122.71181
,CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,KITTN,3/22/2016,K16-018511,CA03,A335629,4/16/2016,5/27/2016,41,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
,CAT,DOMESTIC SH,WHITE,Unknown,KITTN,,K17-026017,RECEIVING,A363656,10/24/2017,10/24/2017,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
BONNIE,CAT,MANX/MIX,LYNX PT,Spayed,KITTN,6/30/2016,K16-020041,LOBBY,A340246,7/30/2016,9/9/2016,41,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95405.0,1,38.44473,-122.68655
*STEVIE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,9/10/2015,K15-016746,WESTFARM,A329605,11/10/2015,11/28/2015,18,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405.0,1,38.44473,-122.68655
,DOG,CHIHUAHUA SH/MIX,TAN,Female,SMALL,,K15-012744,DS81,A316672,2/10/2015,4/2/2015,51,STRAY,FIELD,TRANSFER,GREEN DOG,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
CHEWY,DOG,PAPILLON/MIX,LIVER/WHITE,Neutered,TOY,6/21/2015,K16-018049,DA04,A334018,3/11/2016,3/22/2016,11,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403.0,1,38.51311,-122.75502
REX,DOG,GERM SHEPHERD,BLACK/TAN,Male,MED,3/8/2017,K18-027426,DQ117,A367994,3/1/2018,3/10/2018,9,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,94954.0,1,38.2581,-122.63753
MAX,DOG,GERM SHEPHERD/PIT BULL,BR BRINDLE,Neutered,MED,4/24/2013,K13-006995,DA19,A300244,12/12/2013,2/15/2014,65,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
